sra_accession,site_name,sequencing_lab,date,total_read_pairs,total_virus_hits,ra,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN55951626,"Boston DITP North, MA",SB,2025-07-16,1617186430,264967,0.0001638444369088,238921,24591,1385,59,0,0,0,0,0,0,11
SAMN55951628,"Boston DITP North, MA",SB,2025-07-23,1085255235,26844,2.4735195126702152e-05,25095,1654,89,6,0,0,0,0,0,0,0
SAMN55951630,"Boston DITP North, MA",SB,2025-07-30,865742245,18881,2.1809031624649437e-05,17200,1610,71,0,0,0,0,0,0,0,0
SAMN55951632,"Boston DITP North, MA",SB,2025-08-06,1376042348,30103,2.187650695761872e-05,27140,2829,124,9,0,0,0,0,0,0,1
SAMN55951634,"Boston DITP North, MA",SB,2025-08-13,1387298450,64139,4.6233022173419137e-05,48323,15557,236,23,0,0,0,0,0,0,0
SAMN55951636,"Boston DITP North, MA",SB,2025-08-20,1530219180,37633,2.459320892840985e-05,29741,7793,93,6,0,0,0,0,0,0,0
SAMN55951638,"Boston DITP North, MA",SB,2025-08-27,1109492852,29383,2.648327111529692e-05,22892,6414,69,8,0,0,0,0,0,0,0
SAMN55951640,"Boston DITP North, MA",SB,2025-09-03,1311906998,7857,5.98899160685779e-06,6381,1428,44,3,0,0,0,0,0,0,1
SAMN55951642,"Boston DITP North, MA",SB,2025-09-10,1428849892,369074,0.0002583014507446,297558,69433,1963,120,0,0,0,0,0,0,0
SAMN55951644,"Boston DITP North, MA",SB,2025-09-17,1180290213,30453,2.580128146839086e-05,24116,6222,101,14,0,0,0,0,0,0,0
SAMN55951646,"Boston DITP North, MA",SB,2025-09-24,1204898369,91143,7.564372427165266e-05,72340,18469,307,25,0,0,0,0,0,0,2
SAMN55951648,"Boston DITP North, MA",SB,2025-10-01,1336592917,10741,8.03610423442039e-06,7341,3358,31,11,0,0,0,0,0,0,0
SAMN55951650,"Boston DITP North, MA",SB,2025-10-08,1200539619,10621,8.846855057433969e-06,7679,2899,41,2,0,0,0,0,0,0,0
SAMN55951652,"Boston DITP North, MA",SB,2025-10-15,1028847099,43381,4.216467154562099e-05,32952,10278,124,26,0,0,1,0,0,0,0
SAMN55951654,"Boston DITP North, MA",SB,2025-10-22,1088272570,7144,6.564531898474663e-06,5346,1777,16,5,0,0,0,0,0,0,0
SAMN55951656,"Boston DITP North, MA",SB,2025-10-29,1422637602,12099,8.504625480860867e-06,9690,2374,30,5,0,0,0,0,0,0,0
SAMN55951658,"Boston DITP North, MA",SB,2025-11-05,1710750906,1109,6.482533465921192e-07,976,130,3,0,0,0,0,0,0,0,0
SAMN55951661,"Boston DITP North, MA",SB,2025-11-12,2306739645,190382,8.253293795537987e-05,169479,20208,572,89,0,0,0,0,0,0,34
SAMN55951663,"Boston DITP North, MA",SB,2025-11-19,1362664368,53914,3.95651352351205e-05,48190,5525,184,15,0,0,0,0,0,0,0
SAMN55951665,"Boston DITP North, MA",SB,2025-11-26,946969362,28089,2.9661994492277987e-05,26215,1728,134,11,0,0,0,0,0,0,1
SAMN55951667,"Boston DITP North, MA",SB,2025-12-03,1100181468,29135,2.648199487759414e-05,26610,2387,129,9,0,0,0,0,0,0,0
SAMN55951669,"Boston DITP North, MA",SB,2025-12-10,939119719,39799,4.237904837349071e-05,36172,3462,150,15,0,0,0,0,0,0,0
SAMN55951671,"Boston DITP North, MA",SB,2025-12-17,1920334374,478823,0.0002493435552073,420487,52655,5481,171,0,0,0,0,0,0,29
SAMN55951673,"Boston DITP North, MA",SB,2025-12-23,1102375039,57447,5.211202899887141e-05,53645,3619,159,24,0,0,0,0,0,0,0
SAMN55951675,"Boston DITP North, MA",SB,2025-12-30,1212349549,12686,1.0463978817383138e-05,12003,612,67,2,0,0,0,0,0,0,2
SAMN47830422,"Boston DITP South, MA",MU,2024-03-20,506845265,249647,0.0004925507195968,236275,10907,2314,151,0,0,0,0,0,0,0
SAMN47830427,"Boston DITP South, MA",MU,2024-09-11,677876896,5611,8.277314115747648e-06,4210,1357,26,16,0,0,0,0,0,0,2
SAMN47830435,"Boston DITP South, MA",MU,2024-09-23,842681154,1126,1.3362112047423335e-06,814,289,12,11,0,0,0,0,0,0,0
SAMN47830439,"Boston DITP South, MA",MU,2024-10-02,571798538,8059,1.409412487864738e-05,6454,1472,101,31,0,0,0,0,0,0,1
SAMN47830449,"Boston DITP South, MA",MU,2024-10-16,1396449403,24834,1.7783673326544435e-05,18585,5900,270,77,0,0,0,0,0,0,2
SAMN47830454,"Boston DITP South, MA",MU,2024-10-22,1399744172,19368,1.3836814174640478e-05,14640,4467,164,97,0,0,0,0,0,0,0
SAMN47830466,"Boston DITP South, MA",MU,2024-11-06,1008514925,25334,2.5120104196772297e-05,21633,3447,172,82,0,0,0,0,0,0,0
SAMN47830472,"Boston DITP South, MA",MU,2024-11-13,675069398,790,1.1702500547951072e-06,669,111,6,4,0,0,0,0,0,0,0
SAMN47830479,"Boston DITP South, MA",MU,2024-11-19,747980462,23439,3.133638001362661e-05,18808,4201,335,92,0,0,0,0,0,0,3
SAMN47830486,"Boston DITP South, MA",MU,2024-11-27,746490138,42643,5.7124666260493855e-05,36564,5368,578,131,0,0,0,0,0,0,2
SAMN47830498,"Boston DITP South, MA",MU,2024-12-11,942410789,41015,4.3521360831958814e-05,34733,5604,456,218,0,0,0,0,0,0,4
SAMN47830506,"Boston DITP South, MA",MU,2024-12-18,1152564363,58641,5.087872042769381e-05,50791,7337,268,245,0,0,0,0,0,0,0
SAMN47830513,"Boston DITP South, MA",MU,2024-12-26,1001841209,202703,0.0002023304673225,182164,18497,1462,564,0,0,0,0,0,0,16
SAMN47830521,"Boston DITP South, MA",MU,2025-01-02,1004127810,34660,3.451751824302127e-05,30951,3320,297,91,0,0,0,0,0,0,1
SAMN47830529,"Boston DITP South, MA",MU,2025-01-08,1201312284,51697,4.303377289031367e-05,44160,6793,542,199,0,0,0,0,0,0,3
SAMN47830537,"Boston DITP South, MA",MU,2025-01-15,1012706733,80807,7.979309050372433e-05,73099,7063,486,155,0,0,0,0,0,0,4
SAMN47830544,"Boston DITP South, MA",MU,2025-01-22,983397280,141273,0.0001436581154668,129445,10902,687,235,0,0,0,0,0,0,4
SAMN47830551,"Boston DITP South, MA",MU,2025-01-29,816170175,62427,7.64877251242365e-05,57395,4506,429,94,0,0,0,0,0,0,3
SAMN47830559,"Boston DITP South, MA",MU,2025-02-05,750183501,21662,2.887560173094236e-05,19675,1814,140,31,0,0,0,0,0,0,2
SAMN47830566,"Boston DITP South, MA",MU,2025-02-12,1003451236,15458,1.5404834281354155e-05,13992,1325,122,17,0,0,0,0,0,0,2
SAMN47830573,"Boston DITP South, MA",MU,2025-02-19,1122895012,38556,3.433624656621059e-05,34746,3514,269,27,0,0,0,0,0,0,0
SAMN47830581,"Boston DITP South, MA",MU,2025-02-26,865540789,72473,8.373146698693595e-05,66674,5350,370,78,0,0,0,0,0,0,1
SAMN47830589,"Boston DITP South, MA",MU,2025-03-05,853350278,8362,9.799024170470828e-06,7811,483,62,3,0,0,0,0,0,0,3
SAMN47830598,"Boston DITP South, MA",MU,2025-03-12,853259354,68274,8.00155306589232e-05,63615,4210,419,30,0,0,0,0,0,0,0
SAMN55014609,"Boston DITP South, MA",MU,2025-03-19,902835784,43503,4.8184842438633337e-05,41726,1577,198,2,0,0,0,0,0,0,0
SAMN55014610,"Boston DITP South, MA",MU,2025-03-26,673894794,76583,0.0001136423677432,72939,3409,216,19,0,0,0,0,0,0,0
SAMN55014611,"Boston DITP South, MA",MU,2025-04-02,698688768,118704,0.000169895388958,114203,3844,623,32,0,0,0,0,0,0,2
SAMN55014612,"Boston DITP South, MA",MU,2025-04-09,1026874018,89395,8.705546973922949e-05,84785,4001,541,61,0,0,0,0,0,0,7
SAMN55014613,"Boston DITP South, MA",MU,2025-04-23,613777771,82466,0.0001343580753432,79883,2088,468,27,0,0,0,0,0,0,0
SAMN55014614,"Boston DITP South, MA",MU,2025-04-30,636977891,114979,0.0001805070499691,111754,2570,630,24,0,0,0,0,0,0,1
SAMN55014615,"Boston DITP South, MA",MU,2025-05-07,604907546,454452,0.0007512751378373,441355,11279,1700,94,0,0,0,5,0,0,19
SAMN55014616,"Boston DITP South, MA",MU,2025-05-14,950533523,606387,0.0006379438339914,582576,21512,2118,174,0,0,0,0,0,0,7
SAMN55014617,"Boston DITP South, MA",MU,2025-05-21,898971820,803972,0.0008943239177397,787041,14521,2213,187,0,0,0,0,0,0,10
SAMN55014618,"Boston DITP South, MA",MU,2025-05-28,987836738,215752,0.0002184085605449,204433,10349,795,171,0,0,0,0,0,0,4
SAMN55014619,"Boston DITP South, MA",MU,2025-06-04,1096431406,724967,0.0006612059778958,701757,20497,2243,457,0,0,0,0,0,0,13
SAMN55014620,"Boston DITP South, MA",MU,2025-06-11,1298922701,568713,0.0004378343680976,550870,16401,1259,166,0,0,0,0,0,0,17
SAMN55014621,"Boston DITP South, MA",MU,2025-06-18,1475089325,761650,0.0005163416120579,729095,29621,2606,310,0,0,0,0,0,0,18
SAMN55014622,"Boston DITP South, MA",MU,2025-06-25,1436271551,592698,0.0004126643040359,567150,22985,2347,200,0,0,0,0,0,0,16
SAMN55014623,"Boston DITP South, MA",MU,2025-07-02,894209810,248307,0.0002776831535766,229856,17120,1062,269,0,0,0,0,0,0,0
SAMN55951703,"Boston DITP South, MA",MU,2025-07-09,937833240,226143,0.000241133487655,209262,15531,1098,241,0,0,0,0,0,0,11
SAMN55951704,"Boston DITP South, MA",MU,2025-07-16,1018149528,212421,0.0002086343843985,188411,22492,1329,144,0,0,0,0,0,0,45
SAMN55951705,"Boston DITP South, MA",MU,2025-07-23,1100381149,207475,0.0001885483045475,177993,26570,2737,175,0,0,0,0,0,0,0
SAMN55951706,"Boston DITP South, MA",MU,2025-07-30,850188088,113905,0.0001339762360914,98703,14042,997,149,0,0,0,0,0,0,14
SAMN55951707,"Boston DITP South, MA",MU,2025-08-06,937580377,35895,3.828471764186677e-05,32122,3546,187,40,0,0,0,0,0,0,0
SAMN55951708,"Boston DITP South, MA",MU,2025-08-13,817480172,153532,0.0001878112830851,134790,17608,1018,112,0,0,0,0,0,0,4
SAMN55951709,"Boston DITP South, MA",MU,2025-08-20,866590197,66636,7.689447703272369e-05,52476,13430,587,132,0,0,0,0,0,0,11
SAMN55951710,"Boston DITP South, MA",MU,2025-08-27,676262358,9290,1.3737272066235572e-05,7398,1782,104,6,0,0,0,0,0,0,0
SAMN55951711,"Boston DITP South, MA",MU,2025-09-03,951813392,26730,2.8083235878656348e-05,20668,5807,214,41,0,0,0,0,0,0,0
SAMN55951712,"Boston DITP South, MA",MU,2025-09-10,880035587,34904,3.966203244005859e-05,26914,7490,367,133,0,0,0,0,0,0,0
SAMN55951713,"Boston DITP South, MA",MU,2025-09-17,1305037487,24140,1.849755293657706e-05,18077,5691,319,47,0,0,0,0,0,0,6
SAMN55951714,"Boston DITP South, MA",MU,2025-09-24,1042762698,55627,5.334579008885874e-05,39566,14875,931,248,0,0,0,0,0,0,7
SAMN55951715,"Boston DITP South, MA",MU,2025-10-01,977157093,46238,4.7318901260843635e-05,35242,10404,501,76,0,0,0,0,0,0,15
SAMN55951716,"Boston DITP South, MA",MU,2025-10-08,1376799329,28231,2.050480371784086e-05,21330,6500,308,86,0,0,0,0,0,0,7
SAMN55951717,"Boston DITP South, MA",MU,2025-10-15,993290888,46777,4.709295188863144e-05,35873,10392,372,140,0,0,0,0,0,0,0
SAMN55951718,"Boston DITP South, MA",MU,2025-10-22,1172360643,68128,5.811181090629635e-05,57165,9936,924,95,0,0,0,0,0,0,8
SAMN55951719,"Boston DITP South, MA",MU,2025-10-29,1020642066,33668,3.298707854747582e-05,28989,4419,213,42,0,0,0,0,0,0,5
SAMN55951720,"Boston DITP South, MA",MU,2025-11-05,1618081949,120425,7.442453707268939e-05,103186,16273,736,208,0,0,0,0,0,0,22
SAMN55951721,"Boston DITP South, MA",MU,2025-11-12,1147365574,130823,0.0001140203287988,116917,12620,1157,111,0,0,0,0,0,0,18
SAMN55951722,"Boston DITP South, MA",MU,2025-11-19,979824755,69475,7.090553657220061e-05,60278,8169,893,134,0,0,0,0,0,0,1
SAMN55951723,"Boston DITP South, MA",MU,2025-11-26,648686631,79922,0.000123205868875,71781,7531,524,86,0,0,0,0,0,0,0
SAMN55951724,"Boston DITP South, MA",MU,2025-12-03,706838841,163511,0.0002313271293477,150542,11204,1608,145,0,0,0,1,0,0,11
SAMN55951725,"Boston DITP South, MA",MU,2025-12-10,862444780,164208,0.0001903982768612,151657,11159,1283,97,0,0,3,0,0,0,9
SAMN55951726,"Boston DITP South, MA",MU,2025-12-17,958378998,208243,0.0002172866897485,193392,12122,2593,112,0,0,0,0,0,0,24
SAMN55951727,"Boston DITP South, MA",MU,2025-12-23,1082666842,111547,0.0001030298478467,101803,8831,824,76,0,0,0,0,0,0,13
SAMN55951728,"Boston DITP South, MA",MU,2025-12-30,871162363,293874,0.0003373355099823,274494,16669,2557,134,0,0,3,0,0,0,17
SAMN47830601,"Boston DITP South, MA",SB,2025-02-12,919521514,187745,0.0002041768432184,170832,15774,985,144,0,0,0,0,0,0,10
SAMN47830604,"Boston DITP South, MA",SB,2025-02-19,793764099,286081,0.0003604106060735,266168,18161,1663,79,0,0,0,0,0,0,10
SAMN47830606,"Boston DITP South, MA",SB,2025-02-26,820991304,227764,0.0002774255937794,214779,12532,401,39,12,0,0,0,0,0,1
SAMN55951745,"Boston DITP South, MA",SB,2025-03-19,2260695983,80000,3.538733230898124e-05,78943,975,80,2,0,0,0,0,0,0,0
SAMN55951748,"Boston DITP South, MA",SB,2025-03-26,2311855515,812036,0.0003512485943569,786067,24595,1258,116,0,0,0,0,0,0,0
SAMN55951752,"Boston DITP South, MA",SB,2025-04-02,3053113328,244236,7.999572035538931e-05,240097,3954,171,14,0,0,0,0,0,0,0
SAMN55951756,"Boston DITP South, MA",SB,2025-04-09,1936679309,53125,2.74309741179767e-05,52712,392,20,1,0,0,0,0,0,0,0
SAMN55951602,"Boston DITP South, MA",SB,2025-04-23,2868575636,658050,0.0002293995639304,649360,8299,338,44,0,0,0,0,0,0,9
SAMN55951605,"Boston DITP South, MA",SB,2025-04-30,926898618,35442,3.823719154579643e-05,35214,210,16,2,0,0,0,0,0,0,0
SAMN55951607,"Boston DITP South, MA",SB,2025-05-07,1273053672,1079824,0.0008482156123893,1052408,25839,1528,39,0,0,0,0,0,0,10
SAMN55951609,"Boston DITP South, MA",SB,2025-05-14,850422706,609,7.161144636700235e-07,577,31,1,0,0,0,0,0,0,0,0
SAMN55951611,"Boston DITP South, MA",SB,2025-05-21,951805553,1124,1.180913471724618e-06,1089,32,2,1,0,0,0,0,0,0,0
SAMN55951613,"Boston DITP South, MA",SB,2025-05-28,1207826526,626,5.182863486805057e-07,596,30,0,0,0,0,0,0,0,0,0
SAMN55951615,"Boston DITP South, MA",SB,2025-06-04,1393509216,7109,5.10150913849428e-06,6878,217,14,0,0,0,0,0,0,0,0
SAMN55951617,"Boston DITP South, MA",SB,2025-06-11,1470589525,7702,5.237355406839308e-06,7324,367,8,3,0,0,0,0,0,0,0
SAMN55951619,"Boston DITP South, MA",SB,2025-06-18,1358092420,4891,3.6013749344098393e-06,4610,270,9,0,0,0,0,0,0,0,2
SAMN55951621,"Boston DITP South, MA",SB,2025-06-25,1336917341,3016,2.2559360309771015e-06,2864,140,12,0,0,0,0,0,0,0,0
SAMN55951623,"Boston DITP South, MA",SB,2025-07-02,1187294516,5684,4.787354715618007e-06,5171,502,8,3,0,0,0,0,0,0,0
SAMN55951625,"Boston DITP South, MA",SB,2025-07-09,1226108604,161704,0.000131883912626,145176,16198,230,99,0,0,0,0,0,0,1
SAMN55951627,"Boston DITP South, MA",SB,2025-07-16,2087620769,414941,0.0001987626326398,358930,54094,1828,67,0,0,0,0,0,0,22
SAMN55951629,"Boston DITP South, MA",SB,2025-07-23,1020456499,41989,4.114727089410207e-05,37496,4410,79,4,0,0,0,0,0,0,0
SAMN55951631,"Boston DITP South, MA",SB,2025-07-30,1700866657,25087,1.4749539534303425e-05,18689,6306,86,4,0,0,0,0,0,0,2
SAMN55951633,"Boston DITP South, MA",SB,2025-08-06,1201818861,46386,3.859649861161565e-05,32780,13447,121,37,0,0,0,0,0,0,1
SAMN55951635,"Boston DITP South, MA",SB,2025-08-13,1137933643,85827,7.542355437679946e-05,67002,18648,143,34,0,0,0,0,0,0,0
SAMN55951637,"Boston DITP South, MA",SB,2025-08-20,1153799668,56583,4.904057573363767e-05,37039,19371,126,47,0,0,0,0,0,0,0
SAMN55951639,"Boston DITP South, MA",SB,2025-08-27,1252021845,66284,5.2941568283898434e-05,41706,24257,287,31,0,0,0,0,0,0,3
SAMN55951641,"Boston DITP South, MA",SB,2025-09-03,1361007971,101726,7.474313315392037e-05,74868,26288,510,58,0,0,0,0,0,0,2
SAMN55951643,"Boston DITP South, MA",SB,2025-09-10,1196593906,148500,0.0001241022532835,89394,58017,957,132,0,0,0,0,0,0,0
SAMN55951645,"Boston DITP South, MA",SB,2025-09-17,1958366098,90993,4.646373325851968e-05,55307,34388,1041,252,0,0,0,0,0,0,5
SAMN55951647,"Boston DITP South, MA",SB,2025-09-24,1084813825,76581,7.059367998006479e-05,42811,32682,662,409,0,0,0,0,0,0,17
SAMN55951649,"Boston DITP South, MA",SB,2025-10-01,1284898815,94000,7.315751162864915e-05,61058,32315,459,154,0,0,0,0,0,0,14
SAMN55951651,"Boston DITP South, MA",SB,2025-10-08,1021704587,49856,4.879688379044147e-05,31306,18266,176,108,0,0,0,0,0,0,0
SAMN55951653,"Boston DITP South, MA",SB,2025-10-15,1157367618,36602,3.1625215213166606e-05,27102,9328,103,69,0,0,0,0,0,0,0
SAMN55951655,"Boston DITP South, MA",SB,2025-10-22,1191785399,156058,0.0001309447154923,128169,26655,1055,160,0,0,0,0,0,0,19
SAMN55951657,"Boston DITP South, MA",SB,2025-10-29,1410002947,71525,5.072684433190763e-05,57828,13580,55,62,0,0,0,0,0,0,0
SAMN55951659,"Boston DITP South, MA",SB,2025-11-05,997279665,12235,1.226837408742311e-05,11287,941,6,1,0,0,0,0,0,0,0
SAMN55951662,"Boston DITP South, MA",SB,2025-11-12,2442002371,228460,9.355437272014016e-05,195191,32552,541,145,0,0,0,0,0,0,31
SAMN55951664,"Boston DITP South, MA",SB,2025-11-19,1125468622,15235,1.3536583519251592e-05,12818,2353,59,5,0,0,0,0,0,0,0
SAMN55951666,"Boston DITP South, MA",SB,2025-11-26,1379389525,17474,1.266792278997479e-05,16465,963,33,12,0,0,0,0,0,0,1
SAMN55951668,"Boston DITP South, MA",SB,2025-12-03,1293433484,272245,0.0002104824124067,248277,22379,1395,192,0,0,0,0,0,0,2
SAMN55951670,"Boston DITP South, MA",SB,2025-12-10,1865159228,6706,3.595403491202629e-06,6381,316,7,2,0,0,0,0,0,0,0
SAMN55951672,"Boston DITP South, MA",SB,2025-12-17,1863089429,349516,0.0001876002271064,317366,29746,2325,79,0,0,0,0,0,0,0
SAMN55951674,"Boston DITP South, MA",SB,2025-12-23,1274515804,8059,6.323185616613978e-06,7660,389,9,1,0,0,0,0,0,0,0
SAMN55951676,"Boston DITP South, MA",SB,2025-12-30,1091719096,249938,0.0002289398444304,231230,18041,630,29,0,0,0,0,0,0,8
SAMN54705862,"Southern California, CA",MU,2025-04-16,613637958,9516,1.5507515263584786e-05,8969,453,84,10,0,0,0,0,0,0,0
SAMN54705863,"Southern California, CA",MU,2025-04-20,585933530,17269,2.947262635746413e-05,16281,760,213,15,0,0,0,0,0,0,0
SAMN54705864,"Southern California, CA",MU,2025-04-23,638743246,5634,8.820445515912351e-06,5318,280,31,5,0,0,0,0,0,0,0
SAMN54705865,"Southern California, CA",MU,2025-04-27,492223326,35628,7.23817789976089e-05,33508,1818,265,36,0,0,0,0,0,0,1
SAMN54705866,"Southern California, CA",MU,2025-04-30,752034147,13945,1.854304097178183e-05,13005,823,89,26,0,0,0,0,0,0,2
SAMN54705867,"Southern California, CA",MU,2025-05-04,751852729,85846,0.0001141792756597,79901,5072,717,153,0,0,0,0,0,0,3
SAMN54705868,"Southern California, CA",MU,2025-05-07,925166063,66250,7.160876587406773e-05,61566,4277,295,105,0,0,0,0,0,0,7
SAMN54705869,"Southern California, CA",MU,2025-05-11,1018038450,197336,0.0001938394370075,184699,11190,1187,252,0,0,0,0,0,0,8
SAMN54705870,"Southern California, CA",MU,2025-05-14,815158806,40289,4.942472522341861e-05,37920,2069,232,64,0,0,0,0,0,0,4
SAMN54705871,"Southern California, CA",MU,2025-05-18,958828189,36732,3.830926168150027e-05,33690,2757,221,62,0,0,0,0,0,0,2
SAMN54705872,"Southern California, CA",MU,2025-05-21,892982296,124209,0.0001390945829008,117272,6125,623,189,0,0,0,0,0,0,0
SAMN54705873,"Southern California, CA",MU,2025-05-25,1120338600,75807,6.766436504106883e-05,70678,4550,442,137,0,0,0,0,0,0,0
SAMN54705874,"Southern California, CA",MU,2025-05-28,1097564373,71618,6.525175357527754e-05,65327,5705,438,148,0,0,0,0,0,0,0
SAMN54705875,"Southern California, CA",MU,2025-06-01,970511026,202767,0.0002089280745585,189052,11992,1365,353,0,0,0,0,0,0,5
SAMN54705876,"Southern California, CA",MU,2025-06-04,1204139496,61554,5.111866208564261e-05,55856,5340,203,153,0,0,0,0,0,0,2
SAMN54705877,"Southern California, CA",MU,2025-06-08,1450260226,313873,0.0002164252969039,283957,27709,1509,689,0,0,0,0,0,0,9
SAMN54705878,"Southern California, CA",MU,2025-06-11,1552377529,64584,4.160328192949513e-05,58544,5527,382,129,0,0,0,0,0,0,2
SAMN54705879,"Southern California, CA",MU,2025-06-15,1439912053,145406,0.0001009825563283,130627,13212,1166,398,0,0,0,0,0,0,3
SAMN54705880,"Southern California, CA",MU,2025-06-18,1643359502,163364,9.94085589922247e-05,142270,18636,2058,358,0,0,0,0,0,0,42
SAMN54705881,"Southern California, CA",MU,2025-06-22,1636810013,136774,8.356131677696426e-05,119996,15226,1219,320,0,0,0,0,0,0,13
SAMN54705882,"Southern California, CA",MU,2025-06-25,1295096772,77313,5.9696697321395226e-05,66824,9692,606,186,0,0,0,0,0,0,5
SAMN54705883,"Southern California, CA",MU,2025-06-29,1199931403,150678,0.0001255721782289,127069,21856,1206,518,0,0,0,0,0,0,29
SAMN54705884,"Southern California, CA",MU,2025-07-02,978455717,46501,4.752488967265138e-05,40520,5321,550,102,0,0,0,0,0,0,8
SAMN54705885,"Southern California, CA",MU,2025-07-06,945162710,159611,0.0001688714528316,139495,17687,2142,287,0,0,0,0,0,0,0
SAMN54705886,"Southern California, CA",MU,2025-07-09,939856403,40619,4.321830427536067e-05,34800,5114,601,96,0,0,1,0,0,0,7
SAMN54705887,"Southern California, CA",MU,2025-07-13,999222043,35233,3.5260431099196635e-05,29700,4984,483,66,0,0,0,0,0,0,0
SAMN54705888,"Southern California, CA",MU,2025-07-16,985415918,18384,1.8656081827166105e-05,15254,2799,293,31,0,0,0,0,0,0,7
SAMN54705889,"Southern California, CA",MU,2025-07-20,779958907,35967,4.611396789908061e-05,30695,4659,476,132,0,0,0,0,0,0,5
SAMN54705890,"Southern California, CA",MU,2025-07-23,838164478,20096,2.397620100526379e-05,16355,3434,249,54,0,0,0,0,0,0,4
SAMN54705891,"Southern California, CA",MU,2025-07-27,817899543,8712,1.065167485978165e-05,7299,1320,71,22,0,0,0,0,0,0,0
SAMN54705892,"Southern California, CA",MU,2025-07-30,846749729,3777,4.46058601572933e-06,2961,774,33,9,0,0,0,0,0,0,0
SAMN54705893,"Southern California, CA",MU,2025-08-03,904577696,10562,1.167616673139816e-05,8709,1749,86,17,0,0,0,0,0,0,1
SAMN54705894,"Southern California, CA",MU,2025-08-06,836220550,57317,6.854292207958774e-05,47070,9713,359,174,0,0,0,0,0,0,1
SAMN54705895,"Southern California, CA",MU,2025-08-10,909438343,46412,5.1033696079823194e-05,38617,7416,265,109,0,0,0,0,0,0,5
SAMN54705896,"Southern California, CA",MU,2025-08-13,972200120,3314,3.4087632081345557e-06,2480,784,34,15,0,0,0,0,0,0,1
SAMN54705897,"Southern California, CA",MU,2025-08-17,926189116,7073,7.636669312792917e-06,5180,1803,55,35,0,0,0,0,0,0,0
SAMN54705898,"Southern California, CA",MU,2025-08-20,996805703,7986,8.011591402381855e-06,6318,1581,71,15,0,0,0,0,0,0,1
SAMN54705899,"Southern California, CA",MU,2025-08-24,901375179,5277,5.854387965125008e-06,4087,1132,45,13,0,0,0,0,0,0,0
SAMN54705900,"Southern California, CA",MU,2025-08-27,1007680547,3200,3.175609581356739e-06,2447,704,36,13,0,0,0,0,0,0,0
SAMN54705901,"Southern California, CA",MU,2025-09-03,935000550,7929,8.48020891538513e-06,6526,1294,67,42,0,0,0,0,0,0,0
SAMN54705902,"Southern California, CA",MU,2025-09-07,621363038,16564,2.6657523841963706e-05,13768,2726,70,0,0,0,0,0,0,0,0
SAMN54705903,"Southern California, CA",MU,2025-09-10,993392923,3497,3.5202586197606723e-06,2829,634,23,11,0,0,0,0,0,0,0
SAMN54705904,"Southern California, CA",MU,2025-09-14,1028379461,16029,1.558665901827069e-05,13105,2782,97,45,0,0,0,0,0,0,0
SAMN54705905,"Southern California, CA",MU,2025-09-17,798900065,2438,3.051695833821218e-06,2176,262,0,0,0,0,0,0,0,0,0
SAMN54705906,"Southern California, CA",MU,2025-09-21,884586956,4023,4.54788528444003e-06,3068,874,53,27,0,0,0,0,0,0,1
SAMN54705907,"Southern California, CA",MU,2025-09-24,779502607,3902,5.005756189857105e-06,2951,903,34,12,0,0,0,0,0,0,2
SAMN54705908,"Southern California, CA",MU,2025-09-28,874266952,5127,5.864341535810449e-06,4075,988,42,22,0,0,0,0,0,0,0
SAMN54705909,"Southern California, CA",MU,2025-10-01,802086833,4864,6.064181332845792e-06,3581,1206,57,20,0,0,0,0,0,0,0
SAMN54705910,"Southern California, CA",MU,2025-10-05,625744986,16042,2.5636641697357523e-05,12917,2929,144,52,0,0,0,0,0,0,0
SAMN54705911,"Southern California, CA",MU,2025-10-09,1235731817,4291,3.472436285097286e-06,3200,1051,21,19,0,0,0,0,0,0,0
SAMN54705912,"Southern California, CA",MU,2025-10-16,1121460663,7383,6.583378484493486e-06,5878,1390,67,46,0,0,0,0,0,0,2
SAMN54705913,"Southern California, CA",MU,2025-10-19,1301515584,15498,1.1907656113013547e-05,12699,2637,111,49,0,0,0,0,0,0,2
SAMN54705914,"Southern California, CA",MU,2025-10-23,1070642871,869,8.116618748774165e-07,746,118,2,3,0,0,0,0,0,0,0
SAMN54705915,"Southern California, CA",MU,2025-10-26,1326362902,21013,1.5842572171096505e-05,17820,2918,230,44,0,0,0,0,0,0,1
SAMN54705916,"Southern California, CA",MU,2025-10-29,1045627478,5655,5.408235838270501e-06,4731,840,64,20,0,0,0,0,0,0,0
SAMN54705917,"Southern California, CA",MU,2025-11-02,954082384,29672,3.1100039679592284e-05,25280,3940,374,75,0,0,0,0,0,0,3
SAMN54705918,"Southern California, CA",MU,2025-11-05,1324937198,14499,1.0943160190450025e-05,11828,2405,216,47,0,0,0,0,0,0,3
SAMN54705919,"Southern California, CA",MU,2025-11-09,1162302756,52534,4.5198206516168664e-05,42941,8692,769,125,0,0,0,0,0,0,7
SAMN54705920,"Southern California, CA",MU,2025-11-12,1518850495,18856,1.2414651779140384e-05,15699,2891,207,58,0,0,0,0,0,0,1
SAMN54705921,"Southern California, CA",MU,2025-11-16,1334938845,7106,5.323090287330728e-06,5886,1123,73,24,0,0,0,0,0,0,0
SAMN54705922,"Southern California, CA",MU,2025-11-19,985244491,12581,1.2769419281127447e-05,10314,2111,117,38,0,0,0,0,0,0,1
